transaction_id,award_id,modification_number,action_date,action_type_code,action_obligation
CONT_AWD_N6883625F6H0Z_9700_N0003920D0020_9700:0,CONT_AWD_N6883625F6H0Z_9700_N0003920D0020_9700,0,2025-09-20,,372191.04
CONT_AWD_N6883625F6H0Z_9700_N0003920D0020_9700:P00002,CONT_AWD_N6883625F6H0Z_9700_N0003920D0020_9700,P00002,2026-02-11,B,2805.0
CONT_AWD_N6883625F6HJ1_9700_N0003920D0020_9700:0,CONT_AWD_N6883625F6HJ1_9700_N0003920D0020_9700,0,2025-09-22,,168752.08
CONT_AWD_N6883625F6HJ1_9700_N0003920D0020_9700:P00002,CONT_AWD_N6883625F6HJ1_9700_N0003920D0020_9700,P00002,2026-02-10,B,792.0
CONT_AWD_N6883625F7KE8_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F7KE8_9700_N0003920D0054_9700,0,2025-09-18,,125841.6
CONT_AWD_N6883625F7KE8_9700_N0003920D0054_9700:P00002,CONT_AWD_N6883625F7KE8_9700_N0003920D0054_9700,P00002,2026-02-17,B,125841.6
CONT_AWD_N6883625F7KPZ_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F7KPZ_9700_N0003920D0054_9700,0,2025-09-22,,716173.01
CONT_AWD_N6883625F7KPZ_9700_N0003920D0054_9700:P00002,CONT_AWD_N6883625F7KPZ_9700_N0003920D0054_9700,P00002,2026-02-20,B,24529.47
CONT_AWD_N6883625F7M96_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F7M96_9700_N0003920D0054_9700,0,2025-09-25,,249176.64
CONT_AWD_N6883625F7M96_9700_N0003920D0054_9700:P00005,CONT_AWD_N6883625F7M96_9700_N0003920D0054_9700,P00005,2026-02-24,B,5365.29
CONT_AWD_N6883625F7MNH_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F7MNH_9700_N0003920D0054_9700,0,2025-09-29,,113547.54
CONT_AWD_N6883625F7MNH_9700_N0003920D0054_9700:P00002,CONT_AWD_N6883625F7MNH_9700_N0003920D0054_9700,P00002,2026-02-25,B,49379.74
CONT_AWD_N6883625F8MDA_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F8MDA_9700_N0003920D0054_9700,0,2025-02-07,,71807.87
CONT_AWD_N6883625F8MDA_9700_N0003920D0054_9700:P00003,CONT_AWD_N6883625F8MDA_9700_N0003920D0054_9700,P00003,2025-07-24,B,163487.02
CONT_AWD_N6883625F8MEZ_9700_N0003920D0054_9700:0,CONT_AWD_N6883625F8MEZ_9700_N0003920D0054_9700,0,2025-02-24,,332683.16
CONT_AWD_N6883625F8MEZ_9700_N0003920D0054_9700:P00003,CONT_AWD_N6883625F8MEZ_9700_N0003920D0054_9700,P00003,2025-08-04,B,133378.31
CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730:P00028,CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730,P00028,2022-08-23,C,-3529761.41
CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730:P00031,CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730,P00031,2023-02-28,C,-800000.0
CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730:P00033,CONT_AWD_N6893617F0142_9700_GS06F0622Z_4730,P00033,2024-03-11,C,-1938947.01
CONT_AWD_N6893617F0353_9700_N6893616D0016_9700:P00022,CONT_AWD_N6893617F0353_9700_N6893616D0016_9700,P00022,2019-11-21,C,-186783.94
CONT_AWD_N6893617F0353_9700_N6893616D0016_9700:P00026,CONT_AWD_N6893617F0353_9700_N6893616D0016_9700,P00026,2020-05-06,C,-1112654.47
CONT_AWD_N6893617F0482_9700_N6893616D0016_9700:A00001,CONT_AWD_N6893617F0482_9700_N6893616D0016_9700,A00001,2023-08-30,C,-207127.04
CONT_AWD_N6893617F0777_9700_N6893616D0016_9700:P00008,CONT_AWD_N6893617F0777_9700_N6893616D0016_9700,P00008,2020-05-27,A,-460785.63
CONT_AWD_N6893618F0152_9700_N6893618D0014_9700:P00005,CONT_AWD_N6893618F0152_9700_N6893618D0014_9700,P00005,2021-07-22,M,-1335863.49
CONT_AWD_N6893618F0152_9700_N6893618D0014_9700:P00006,CONT_AWD_N6893618F0152_9700_N6893618D0014_9700,P00006,2023-06-12,B,-139114.11
CONT_AWD_N6893618F0599_9700_N6893616D0016_9700:P00013,CONT_AWD_N6893618F0599_9700_N6893616D0016_9700,P00013,2020-09-30,C,-207886.22
CONT_AWD_N6893619F0112_9700_N6893618D0014_9700:P00002,CONT_AWD_N6893619F0112_9700_N6893618D0014_9700,P00002,2021-07-22,M,-221834.01
CONT_AWD_N6893620F0299_9700_N6893619D0027_9700:P00002,CONT_AWD_N6893620F0299_9700_N6893619D0027_9700,P00002,2022-04-14,B,-246083.06
CONT_AWD_N6893621F0303_9700_N6893619D0027_9700:P00003,CONT_AWD_N6893621F0303_9700_N6893619D0027_9700,P00003,2025-05-13,C,-1213542.67
CONT_AWD_N6893622F0332_9700_N6893622D0027_9700:P00008,CONT_AWD_N6893622F0332_9700_N6893622D0027_9700,P00008,2026-02-19,M,0.0
CONT_AWD_N6893623F0118_9700_N6893622D0014_9700:P00005,CONT_AWD_N6893623F0118_9700_N6893622D0014_9700,P00005,2023-09-12,M,0.0
CONT_AWD_S5121A13F0012_9700_GS35F0232X_4732:P00004,CONT_AWD_S5121A13F0012_9700_GS35F0232X_4732,P00004,2019-09-20,C,-882916.03
CONT_AWD_S5121A17C0015_9700_-NONE-_-NONE-:P00005,CONT_AWD_S5121A17C0015_9700_-NONE-_-NONE-,P00005,2020-08-28,G,164438.4
CONT_AWD_S5121A17F0042_9700_S5121A14A0004_9700:P00003,CONT_AWD_S5121A17F0042_9700_S5121A14A0004_9700,P00003,2022-03-10,K,-272719.13
CONT_AWD_SP451015F0028_9700_GS06F0845Z_4732:P00014,CONT_AWD_SP451015F0028_9700_GS06F0845Z_4732,P00014,2020-02-26,K,-946.28
CONT_AWD_SP470115C0052_9700_-NONE-_-NONE-:P00004,CONT_AWD_SP470115C0052_9700_-NONE-_-NONE-,P00004,2019-10-29,C,-174787.17
CONT_AWD_SP470116F0205_9700_NNG15SD90B_8000:P00002,CONT_AWD_SP470116F0205_9700_NNG15SD90B_8000,P00002,2019-06-19,M,-109676.55
CONT_AWD_SP470118C0026_9700_-NONE-_-NONE-:P00001,CONT_AWD_SP470118C0026_9700_-NONE-_-NONE-,P00001,2019-02-25,G,899862.54
CONT_AWD_SP470118C0026_9700_-NONE-_-NONE-:P00007,CONT_AWD_SP470118C0026_9700_-NONE-_-NONE-,P00007,2024-10-29,C,-20.28
CONT_AWD_SP470118F0261_9700_SP470116D2001_9700:P00001,CONT_AWD_SP470118F0261_9700_SP470116D2001_9700,P00001,2018-11-13,M,0.0
CONT_AWD_SP470118F0261_9700_SP470116D2001_9700:P00003,CONT_AWD_SP470118F0261_9700_SP470116D2001_9700,P00003,2021-12-15,M,0.0
CONT_AWD_SP470119F0003_9700_SP470114D0003_9700:0,CONT_AWD_SP470119F0003_9700_SP470114D0003_9700,0,2018-10-12,,132750.0
CONT_AWD_SP470119F0003_9700_SP470114D0003_9700:P00006,CONT_AWD_SP470119F0003_9700_SP470114D0003_9700,P00006,2019-06-05,C,164580.27
CONT_AWD_SP470119F0073_9700_SP470112D0006_9700:0,CONT_AWD_SP470119F0073_9700_SP470112D0006_9700,0,2019-03-26,,3290141.6
CONT_AWD_SP470119F0073_9700_SP470112D0006_9700:P00001,CONT_AWD_SP470119F0073_9700_SP470112D0006_9700,P00001,2021-12-01,M,0.0
CONT_AWD_SP470119F0227_9700_SP470116D2001_9700:0,CONT_AWD_SP470119F0227_9700_SP470116D2001_9700,0,2019-09-12,,160615.43
CONT_AWD_SP470119F0227_9700_SP470116D2001_9700:P00004,CONT_AWD_SP470119F0227_9700_SP470116D2001_9700,P00004,2021-12-15,M,0.0
CONT_AWD_SP470119F0269_9700_GS35F0477Y_4732:P00001,CONT_AWD_SP470119F0269_9700_GS35F0477Y_4732,P00001,2020-04-10,C,-111478.7
CONT_AWD_SP470120F0018_9700_SP470116D2001_9700:0,CONT_AWD_SP470120F0018_9700_SP470116D2001_9700,0,2019-12-23,,1987217.54
CONT_AWD_SP470120F0018_9700_SP470116D2001_9700:P00002,CONT_AWD_SP470120F0018_9700_SP470116D2001_9700,P00002,2020-08-21,C,-108382.48
CONT_AWD_SP470120F0018_9700_SP470116D2001_9700:P00004,CONT_AWD_SP470120F0018_9700_SP470116D2001_9700,P00004,2021-12-15,M,0.0
CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732:0,CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732,0,2020-02-13,,1652760.89
CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732:P00005,CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732,P00005,2023-01-27,C,-564254.73
CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732:P00006,CONT_AWD_SP470120F0038_9700_GS06F0780Z_4732,P00006,2024-10-29,C,-0.06
CONT_AWD_SP470120F0186_9700_NNG15SC71B_8000:0,CONT_AWD_SP470120F0186_9700_NNG15SC71B_8000,0,2020-09-17,,6777296.41
CONT_AWD_SP470120F0186_9700_NNG15SC71B_8000:P00003,CONT_AWD_SP470120F0186_9700_NNG15SC71B_8000,P00003,2021-05-04,B,0.0
CONT_AWD_SP470120F0221_9700_NNG15SC27B_8000:0,CONT_AWD_SP470120F0221_9700_NNG15SC27B_8000,0,2020-09-25,,436991.25
CONT_AWD_SP470120F0221_9700_NNG15SC27B_8000:P00002,CONT_AWD_SP470120F0221_9700_NNG15SC27B_8000,P00002,2022-08-09,G,436959.01
CONT_AWD_SP470121F0444_9700_SP470121D8002_9700:0,CONT_AWD_SP470121F0444_9700_SP470121D8002_9700,0,2021-07-23,,1855137.06
CONT_AWD_SP470121F0444_9700_SP470121D8002_9700:P00006,CONT_AWD_SP470121F0444_9700_SP470121D8002_9700,P00006,2024-09-05,M,0.0
CONT_AWD_SP470122F0004_9700_SP470121D8002_9700:0,CONT_AWD_SP470122F0004_9700_SP470121D8002_9700,0,2021-10-26,,1115338.34
CONT_AWD_SP470122F0004_9700_SP470121D8002_9700:P00001,CONT_AWD_SP470122F0004_9700_SP470121D8002_9700,P00001,2022-06-10,M,74778.28
CONT_AWD_SP470122F0088_9700_SP470917D0023_9700:0,CONT_AWD_SP470122F0088_9700_SP470917D0023_9700,0,2022-06-14,,323719.8
CONT_AWD_SP470122F0088_9700_SP470917D0023_9700:P00006,CONT_AWD_SP470122F0088_9700_SP470917D0023_9700,P00006,2024-12-03,C,-9600.0
CONT_AWD_SP470122F0155_9700_GS35F267DA_4732:0,CONT_AWD_SP470122F0155_9700_GS35F267DA_4732,0,2022-09-15,,745031.37
CONT_AWD_SP470122F0155_9700_GS35F267DA_4732:P00007,CONT_AWD_SP470122F0155_9700_GS35F267DA_4732,P00007,2025-09-10,C,-19000.0
CONT_AWD_SP470122F0180_9700_47QTCA22D004D_4732:P00005,CONT_AWD_SP470122F0180_9700_47QTCA22D004D_4732,P00005,2024-01-29,B,-8997281.0
CONT_AWD_SP470123F0024_9700_NNG15SD09B_8000:0,CONT_AWD_SP470123F0024_9700_NNG15SD09B_8000,0,2022-12-22,,186470.75
CONT_AWD_SP470123F0024_9700_NNG15SD09B_8000:P00006,CONT_AWD_SP470123F0024_9700_NNG15SD09B_8000,P00006,2025-04-02,M,0.0
CONT_AWD_SP470125F0073_9700_SP470121D0002_9700:0,CONT_AWD_SP470125F0073_9700_SP470121D0002_9700,0,2025-02-25,,1913455.78
CONT_AWD_SP470125F0073_9700_SP470121D0002_9700:P00005,CONT_AWD_SP470125F0073_9700_SP470121D0002_9700,P00005,2025-09-22,A,2764055.7
CONT_AWD_SP470224F0004_9700_SP470223A0007_9700:P00001,CONT_AWD_SP470224F0004_9700_SP470223A0007_9700,P00001,2025-04-09,C,-160755.5
CONT_AWD_SP470422C0003_9700_-NONE-_-NONE-:P00006,CONT_AWD_SP470422C0003_9700_-NONE-_-NONE-,P00006,2025-06-30,K,-270.56
CONT_AWD_SP470523C0006_9700_-NONE-_-NONE-:0,CONT_AWD_SP470523C0006_9700_-NONE-_-NONE-,0,2023-09-11,,2702275.22
CONT_AWD_SP470523C0006_9700_-NONE-_-NONE-:P00006,CONT_AWD_SP470523C0006_9700_-NONE-_-NONE-,P00006,2025-09-02,G,2558183.68
CONT_AWD_SP470918F0062_9700_SP470917D0111_9700:P00007,CONT_AWD_SP470918F0062_9700_SP470917D0111_9700,P00007,2021-04-30,B,-170878.03
CONT_AWD_SP470918F0074_9700_SP470917D0034_9700:5,CONT_AWD_SP470918F0074_9700_SP470917D0034_9700,5,2020-03-10,F,-4000.0
CONT_AWD_SP470918F0076_9700_SP470917D0106_9700:P00005,CONT_AWD_SP470918F0076_9700_SP470917D0106_9700,P00005,2020-03-23,F,-3026.75
CONT_AWD_SP470918F0077_9700_SP470917D0105_9700:P00005,CONT_AWD_SP470918F0077_9700_SP470917D0105_9700,P00005,2020-03-27,F,-3026.75
CONT_AWD_SP470918F0123_9700_SP470917D0019_9700:P00002,CONT_AWD_SP470918F0123_9700_SP470917D0019_9700,P00002,2019-09-10,G,774391.92
CONT_AWD_SP470918F0123_9700_SP470917D0019_9700:P00006,CONT_AWD_SP470918F0123_9700_SP470917D0019_9700,P00006,2024-07-24,C,-36000.0
CONT_AWD_SP470919F0014_9700_SP470917D0005_9700:P00024,CONT_AWD_SP470919F0014_9700_SP470917D0005_9700,P00024,2021-01-28,C,-307624.02
CONT_AWD_SP470919F0014_9700_SP470917D0005_9700:P00030,CONT_AWD_SP470919F0014_9700_SP470917D0005_9700,P00030,2021-07-26,B,-345008.08
CONT_AWD_SP470919F0014_9700_SP470917D0005_9700:P00036,CONT_AWD_SP470919F0014_9700_SP470917D0005_9700,P00036,2022-08-01,C,-394592.67
CONT_AWD_SP470919F0015_9700_SP470917D0003_9700:P00007,CONT_AWD_SP470919F0015_9700_SP470917D0003_9700,P00007,2020-01-09,G,-2333878.76
CONT_AWD_SP470920F0099_9700_SP470917D0106_9700:0,CONT_AWD_SP470920F0099_9700_SP470917D0106_9700,0,2020-09-24,,993258.78
CONT_AWD_SP470920F0099_9700_SP470917D0106_9700:P00004,CONT_AWD_SP470920F0099_9700_SP470917D0106_9700,P00004,2022-05-18,D,0.0
CONT_AWD_SP470920F0102_9700_SP470917D0003_9700:0,CONT_AWD_SP470920F0102_9700_SP470917D0003_9700,0,2020-09-24,,0.0
CONT_AWD_SP470920F0102_9700_SP470917D0003_9700:P00009,CONT_AWD_SP470920F0102_9700_SP470917D0003_9700,P00009,2022-10-18,G,1116556.8
CONT_AWD_SP470921F0027_9700_SP470917D0023_9700:0,CONT_AWD_SP470921F0027_9700_SP470917D0023_9700,0,2021-01-26,,1295508.8
CONT_AWD_SP470921F0027_9700_SP470917D0023_9700:P00011,CONT_AWD_SP470921F0027_9700_SP470917D0023_9700,P00011,2024-12-02,C,-3819.47
CONT_AWD_SP470921F0036_9700_SP470917D0017_9700:P00007,CONT_AWD_SP470921F0036_9700_SP470917D0017_9700,P00007,2024-08-07,C,-120000.0
CONT_AWD_SP470921F0116_9700_SP470917D0021_9700:0,CONT_AWD_SP470921F0116_9700_SP470917D0021_9700,0,2021-09-23,,1091278.4
CONT_AWD_SP470921F0116_9700_SP470917D0021_9700:P00006,CONT_AWD_SP470921F0116_9700_SP470917D0021_9700,P00006,2025-01-07,C,-19386.81
CONT_AWD_SP470922F0071_9700_SP470917D0031_9700:P00001,CONT_AWD_SP470922F0071_9700_SP470917D0031_9700,P00001,2023-05-24,F,0.0
CONT_AWD_SP470922F0071_9700_SP470917D0031_9700:P00002,CONT_AWD_SP470922F0071_9700_SP470917D0031_9700,P00002,2024-02-12,C,-340763.1
CONT_AWD_SP470923F0072_9700_SP470917D0028_9700:0,CONT_AWD_SP470923F0072_9700_SP470917D0028_9700,0,2023-09-13,,637904.0
CONT_AWD_SP470923F0072_9700_SP470917D0028_9700:P00004,CONT_AWD_SP470923F0072_9700_SP470917D0028_9700,P00004,2026-02-11,C,-8000.0
CONT_AWD_SP470923F0090_9700_SP470917D0045_9700:0,CONT_AWD_SP470923F0090_9700_SP470917D0045_9700,0,2023-09-28,,9337027.12
CONT_AWD_SP470923F0090_9700_SP470917D0045_9700:P00010,CONT_AWD_SP470923F0090_9700_SP470917D0045_9700,P00010,2025-12-10,M,0.0
CONT_AWD_SP470924F0012_9700_SP470917D0019_9700:P00006,CONT_AWD_SP470924F0012_9700_SP470917D0019_9700,P00006,2025-05-12,C,-503999.96
CONT_AWD_SP470924F0042_9700_SP470917D0023_9700:P00002,CONT_AWD_SP470924F0042_9700_SP470917D0023_9700,P00002,2025-09-25,B,-152905.73
CONT_AWD_SP470924F0059_9700_SP470917D0019_9700:0,CONT_AWD_SP470924F0059_9700_SP470917D0019_9700,0,2024-05-16,,723305.4
CONT_AWD_SP470924F0059_9700_SP470917D0019_9700:P00002,CONT_AWD_SP470924F0059_9700_SP470917D0019_9700,P00002,2025-10-20,C,-32264.03
CONT_AWD_SP470924F0090_9700_SP470917D0006_9700:0,CONT_AWD_SP470924F0090_9700_SP470917D0006_9700,0,2024-08-29,,549309.0
CONT_AWD_SP470924F0090_9700_SP470917D0006_9700:P00003,CONT_AWD_SP470924F0090_9700_SP470917D0006_9700,P00003,2026-03-05,C,-28450.78
CONT_AWD_SP470924F0096_9700_SP470917D0042_9700:0,CONT_AWD_SP470924F0096_9700_SP470917D0042_9700,0,2024-09-18,,0.0
CONT_AWD_SP470924F0096_9700_SP470917D0042_9700:P00012,CONT_AWD_SP470924F0096_9700_SP470917D0042_9700,P00012,2026-01-14,M,0.0
CONT_AWD_VC09_9700_HC104712D4015_9700:8,CONT_AWD_VC09_9700_HC104712D4015_9700,8,2024-08-29,K,-5757.46
CONT_AWD_W15P7T12CA012_9700_-NONE-_-NONE-:A00001,CONT_AWD_W15P7T12CA012_9700_-NONE-_-NONE-,A00001,2019-07-31,C,-372810.24
CONT_AWD_W15P7T14CE005_9700_-NONE-_-NONE-:P00008,CONT_AWD_W15P7T14CE005_9700_-NONE-_-NONE-,P00008,2019-12-11,K,-133380.53
CONT_AWD_W15P7T19C0004_9700_-NONE-_-NONE-:P00013,CONT_AWD_W15P7T19C0004_9700_-NONE-_-NONE-,P00013,2022-09-09,C,-63983.56
CONT_AWD_W15QKN14C0093_9700_-NONE-_-NONE-:P00006,CONT_AWD_W15QKN14C0093_9700_-NONE-_-NONE-,P00006,2021-05-05,K,-11586.33
CONT_AWD_W15QKN16C0015_9700_-NONE-_-NONE-:P00023,CONT_AWD_W15QKN16C0015_9700_-NONE-_-NONE-,P00023,2020-02-25,C,-2492910.38
CONT_AWD_W15QKN18C0035_9700_-NONE-_-NONE-:P00005,CONT_AWD_W15QKN18C0035_9700_-NONE-_-NONE-,P00005,2019-03-21,K,-180768.02
CONT_AWD_W15QKN21F0114_9700_NNG15SD42B_8000:0,CONT_AWD_W15QKN21F0114_9700_NNG15SD42B_8000,0,2021-01-20,,120848.85
CONT_AWD_W15QKN21F0114_9700_NNG15SD42B_8000:P00003,CONT_AWD_W15QKN21F0114_9700_NNG15SD42B_8000,P00003,2023-01-20,G,120848.85
CONT_AWD_W15QKN21F0211_9700_GS35F0692P_4730:0,CONT_AWD_W15QKN21F0211_9700_GS35F0692P_4730,0,2021-03-29,,4085514.11
CONT_AWD_W15QKN21F0211_9700_GS35F0692P_4730:P00006,CONT_AWD_W15QKN21F0211_9700_GS35F0692P_4730,P00006,2023-09-19,B,465153.84
CONT_AWD_W15QKN22F0233_9700_GS35F0012V_4730:0,CONT_AWD_W15QKN22F0233_9700_GS35F0012V_4730,0,2022-03-29,,1143424.98
CONT_AWD_W15QKN22F0233_9700_GS35F0012V_4730:P00006,CONT_AWD_W15QKN22F0233_9700_GS35F0012V_4730,P00006,2025-05-22,G,544362.16
CONT_AWD_W15QKN23F0461_9700_W52P1J18DA088_9700:0,CONT_AWD_W15QKN23F0461_9700_W52P1J18DA088_9700,0,2023-07-14,,6520605.91
CONT_AWD_W15QKN23F0461_9700_W52P1J18DA088_9700:P00022,CONT_AWD_W15QKN23F0461_9700_W52P1J18DA088_9700,P00022,2025-08-13,C,2954988.16
CONT_AWD_W15QKN23F0591_9700_W15QKN22D0020_9700:0,CONT_AWD_W15QKN23F0591_9700_W15QKN22D0020_9700,0,2023-09-06,,302775.52
CONT_AWD_W15QKN23F0591_9700_W15QKN22D0020_9700:P00002,CONT_AWD_W15QKN23F0591_9700_W15QKN22D0020_9700,P00002,2025-08-28,G,468464.35
CONT_AWD_W15QKN23F0656_9700_W15QKN22D0025_9700:0,CONT_AWD_W15QKN23F0656_9700_W15QKN22D0025_9700,0,2023-09-26,,450000.0
CONT_AWD_W15QKN23F0656_9700_W15QKN22D0025_9700:P00003,CONT_AWD_W15QKN23F0656_9700_W15QKN22D0025_9700,P00003,2024-11-20,M,0.0
CONT_AWD_W15QKN24C0025_9700_-NONE-_-NONE-:0,CONT_AWD_W15QKN24C0025_9700_-NONE-_-NONE-,0,2024-03-15,,2422908.56
CONT_AWD_W15QKN24C0025_9700_-NONE-_-NONE-:P00006,CONT_AWD_W15QKN24C0025_9700_-NONE-_-NONE-,P00006,2026-03-02,G,0.0
CONT_AWD_W31P4Q21F0131_9700_W31P4Q15D0062_9700:P00007,CONT_AWD_W31P4Q21F0131_9700_W31P4Q15D0062_9700,P00007,2022-12-15,C,-614004.42
CONT_AWD_W31P4Q21F0131_9700_W31P4Q15D0062_9700:P00008,CONT_AWD_W31P4Q21F0131_9700_W31P4Q15D0062_9700,P00008,2023-07-19,C,-575578.29
CONT_AWD_W519TC23F0084_9700_W52P1J18DA137_9700:P00004,CONT_AWD_W519TC23F0084_9700_W52P1J18DA137_9700,P00004,2025-04-29,M,-134679.54
CONT_AWD_W519TC23F0177_9700_W52P1J18DA075_9700:P00003,CONT_AWD_W519TC23F0177_9700_W52P1J18DA075_9700,P00003,2023-11-14,C,-111400.0
CONT_AWD_W519TC23F0179_9700_W52P1J21D0018_9700:P00008,CONT_AWD_W519TC23F0179_9700_W52P1J21D0018_9700,P00008,2024-05-16,C,1976369.9
CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732:P00001,CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732,P00001,2023-09-15,C,-403010.15
CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732:P00002,CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732,P00002,2023-09-27,C,-620380.2
CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732:P00005,CONT_AWD_W519TC23F0458_9700_47QTCA19D00DP_4732,P00005,2024-05-31,F,393208.93
CONT_AWD_W519TC23F0555_9700_W52P1J18DA054_9700:0,CONT_AWD_W519TC23F0555_9700_W52P1J18DA054_9700,0,2023-09-22,,2472716.49
CONT_AWD_W519TC23F0555_9700_W52P1J18DA054_9700:P00004,CONT_AWD_W519TC23F0555_9700_W52P1J18DA054_9700,P00004,2025-08-08,G,4242329.6
CONT_AWD_W519TC23F2610_9700_47QTCB21D0207_4732:0,CONT_AWD_W519TC23F2610_9700_47QTCB21D0207_4732,0,2023-09-27,,1143337.68
CONT_AWD_W519TC23F2610_9700_47QTCB21D0207_4732:P00005,CONT_AWD_W519TC23F2610_9700_47QTCB21D0207_4732,P00005,2026-02-27,C,-1183.46
CONT_AWD_W519TC24C0037_9700_-NONE-_-NONE-:0,CONT_AWD_W519TC24C0037_9700_-NONE-_-NONE-,0,2024-09-24,,1281270.75
CONT_AWD_W519TC24C0037_9700_-NONE-_-NONE-:P00002,CONT_AWD_W519TC24C0037_9700_-NONE-_-NONE-,P00002,2025-09-29,B,1186221.6
CONT_AWD_W519TC24C0040_9700_-NONE-_-NONE-:P00005,CONT_AWD_W519TC24C0040_9700_-NONE-_-NONE-,P00005,2025-09-03,C,-398692.03
CONT_AWD_W519TC24F0297_9700_W52P1J18DA136_9700:P00010,CONT_AWD_W519TC24F0297_9700_W52P1J18DA136_9700,P00010,2025-09-24,C,-106891.83
CONT_AWD_W519TC25F0178_9700_W52P1J22G0066_9700:0,CONT_AWD_W519TC25F0178_9700_W52P1J22G0066_9700,0,2025-05-27,,4400000.0
CONT_AWD_W519TC25F0178_9700_W52P1J22G0066_9700:P00009,CONT_AWD_W519TC25F0178_9700_W52P1J22G0066_9700,P00009,2026-01-30,M,0.0
CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700:0,CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700,0,2025-03-12,,510050.0
CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700:P00003,CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700,P00003,2026-02-10,D,-171530.0
CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700:P00005,CONT_AWD_W519TC25FA006_9700_HC105023D0004_9700,P00005,2026-03-04,D,619530.0
CONT_AWD_W519TC25FA027_9700_47QTCA19D000C_4732:0,CONT_AWD_W519TC25FA027_9700_47QTCA19D000C_4732,0,2025-05-30,,250000.0
CONT_AWD_W519TC25FA027_9700_47QTCA19D000C_4732:P00002,CONT_AWD_W519TC25FA027_9700_47QTCA19D000C_4732,P00002,2025-09-23,D,-187000.0
CONT_AWD_W52P1J14C0090_9700_-NONE-_-NONE-:P00010,CONT_AWD_W52P1J14C0090_9700_-NONE-_-NONE-,P00010,2019-07-03,C,2000.0
CONT_AWD_W52P1J14C0090_9700_-NONE-_-NONE-:P00012,CONT_AWD_W52P1J14C0090_9700_-NONE-_-NONE-,P00012,2020-05-07,C,2917873.67
CONT_AWD_W52P1J15C0064_9700_-NONE-_-NONE-:P00017,CONT_AWD_W52P1J15C0064_9700_-NONE-_-NONE-,P00017,2019-06-25,C,-113938.44
CONT_AWD_W52P1J15F0012_9700_GS35F0199Y_4732:P00008,CONT_AWD_W52P1J15F0012_9700_GS35F0199Y_4732,P00008,2020-08-05,C,-1394206.01
CONT_AWD_W52P1J16C0066_9700_-NONE-_-NONE-:P00005,CONT_AWD_W52P1J16C0066_9700_-NONE-_-NONE-,P00005,2018-10-02,B,-127636.73
CONT_AWD_W52P1J16C0066_9700_-NONE-_-NONE-:P00010,CONT_AWD_W52P1J16C0066_9700_-NONE-_-NONE-,P00010,2019-09-27,B,136688.0
CONT_AWD_W52P1J17C0019_9700_-NONE-_-NONE-:P00037,CONT_AWD_W52P1J17C0019_9700_-NONE-_-NONE-,P00037,2022-03-01,B,-170585.84
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00035,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00035,2020-05-20,M,-189158.1
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00038,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00038,2020-07-29,M,-2381668.92
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00046,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00046,2020-11-23,C,-494909.95
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00049,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00049,2021-06-15,D,-260683.91
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00088,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00088,2022-10-24,C,-16244930.75
CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-:P00092,CONT_AWD_W52P1J17C0058_9700_-NONE-_-NONE-,P00092,2022-11-30,C,-654736.31
CONT_AWD_W52P1J17F5000_9700_HHSN316201200054W_7529:P00009,CONT_AWD_W52P1J17F5000_9700_HHSN316201200054W_7529,P00009,2019-08-08,D,-391778.0
