candidate_id,linked_notice_id,linked_notice_type,link_confidence,link_reason
RC-CONT_AWD_N6660419F1389_9700_N6660414D231A_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660420F8253_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660420P8257_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660421F0056_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660421F0180_9700_NNG15SD64B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660421F0508_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660421F0664_9700_NNG15SC90B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660422F0145_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660422F0265_9700_N6600119A0045_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660422F0496_9700_NNG15SD37B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660422P0431_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6660423F3010_9700_N0017819D7693_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660424F0096_9700_NNG15SD12B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660424F0170_9700_NNG15SC92B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660425F0060_9700_NNG15SD12B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660425F0170_9700_NNG15SD12B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660425F0177_9700_NNG15SC84B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6660425F0217_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6817125F4014_9700_47QTCA25D0083_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6824622F1387_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832219FK051_9700_NNG15SD26B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832220FK047_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832222FD022_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832222FK008_9700_NNG15SC80B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832224FD036_9700_NNG15SC55B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832224FK001_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832224FK112_9700_NNG15SC98B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832225FD034_9700_NNG15SC55B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832225FK018_9700_NNG15SC55B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832225FK020_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832225FK027_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832226FD007_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6832226FK005_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833509C0124_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833517C0598_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833517F0359_9700_NNG15SC51B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833518F0512_9700_NNG15SC95B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0277_9700_NNG15SC89B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0427_9700_NNG15SC89B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0484_9700_NNG15SC59B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0526_9700_NNG15SC89B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0579_9700_NNG15SC55B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6833519F0596_9700_NNG15SC28B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833519F0709_9700_NNG15SC31B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833520C0387_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833520F0646_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833520F0701_9700_NNG15SD37B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833520F0730_9700_NNG15SC51B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833520F0810_9700_NNG15SD04B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833521C0130_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833521F0298_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833521F0423_9700_NNG15SD04B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833521F0525_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833522F0169_9700_NNG15SD70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833522F0390_9700_NNG15SC94B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833523F0199_9700_NNG15SC38B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833525F0138_9700_N6833523D0008_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833525F0156_9700_NNG15SD73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6833525F0366_9700_NNG15SD06B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6852021F0067_9700_NNG15SE11B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6852022C0007_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6852025C0006_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883616F0340_9700_GS35F158BA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883619F7AVN_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883619F8ANQ_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883620F0139_9700_47QTCA19D00JR_4732,,,No Match,"Only match(es) posted outside the recency window around this award's expiration or before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883620F3B3X_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883620F4A4G_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883620F4AGS_9700_N0003913D0013_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883620FJ903_9700_N0003920D0020_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883621FJ909_9700_N0003920D0020_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883621FJ90E_9700_N0003920D0020_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883621FJ90F_9700_N0003920D0020_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_N6883622FJ90P_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883622FJ90R_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883622FJ90T_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883622FJS06_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883622FJS09_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883622FJS0H_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6A12_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6ACZ_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6AFK_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6AGD_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6ANJ_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F6ANR_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623F7B0U_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7B1J_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7B1R_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BB1_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BBK_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BPD_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BPZ_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BUK_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BVR_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7BWW_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7C43_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7C4K_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7C6H_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7C6J_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7C6S_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CGT_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CJL_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CL4_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CLS_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CM4_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CM6_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CM7_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CME_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CNK_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CRM_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623F7CSD_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623FJ912_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623FJS0R_9700_N0003920D0054_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883623FQ4TH_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623FQ4X1_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883623FQ4YM_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F5K1Y_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5K9T_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KB7_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KBF_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KBM_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KF4_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KGM_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KHV_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KKC_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KP6_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KPH_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KPL_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F5KPX_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F6BAG_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883624F7CMU_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F7G2P_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F7GAK_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F7GBB_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F7H39_9700_N0003920D0054_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_N6883624F8K34_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8K8P_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8K9Y_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KB9_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KCP_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KCS_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KK9_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KKJ_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KKL_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KKM_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KM8_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KP0_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KPD_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KPV_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KPW_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KSQ_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KVR_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KWQ_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KYV_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8KYZ_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8L2B_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8L5N_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8L6P_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LAM_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LAX_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LEA_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LGR_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LHY_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LL5_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LP3_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LPD_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LS2_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883624F8LS3_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F5L1V_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H04_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H08_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H0G_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H0Z_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H63_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H6P_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6H6U_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6HEH_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F6HJ1_9700_N0003920D0020_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_N6883625F7K07_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7K0P_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7K0R_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7K8K_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7K9W_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KE8_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KP2_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KP4_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KPA_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KPD_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KPG_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KPZ_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KVC_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KVL_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KVR_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7KYE_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M45_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M5C_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M5J_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M5T_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M5Y_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M5Z_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M6K_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7M96_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7MJH_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7MJU_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F7MNH_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F8M95_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
RC-CONT_AWD_N6883625F8MDA_9700_N0003920D0054_9700,5d5105ccca694a2a84b4242c84d3cce1,Sources Sought,Low,loosened title 66 (corroborated); NAICS match
