award_id,piid,referenced_idv_piid,award_type,awardee_name_raw,awardee_name_clean,awardee_uei,awarding_agency_raw,awarding_agency_clean,awarding_subagency_raw,awarding_subagency_clean,funding_agency_clean,date_signed,total_obligated_amount,potential_value,pop_start_date,pop_current_end_date,pop_potential_end_date,naics,psc,extent_competed,extent_competed_code,type_of_contract_pricing,type_of_contract_pricing_code,type_of_set_aside,type_of_set_aside_code,number_of_offers_received,base_and_all_options_value,place_of_performance_state,missing_end_date_flag,missing_vendor_flag,missing_agency_flag,data_quality_notes,source_system,business_size_determination_code,cyber_it_flag,cyber_flag,it_services_flag,cloud_flag,data_analytics_flag,software_dev_flag,network_ops_flag,help_desk_flag,compliance_security_flag,classification_confidence
CONT_AWD_FA702223F0074_9700_NNG15SC71B_8000,FA702223F0074,NNG15SC71B,DELIVERY ORDER,"FCN, INC.","FCN, INC",JEANDJTZ8HJ3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-08-03,287436.01,287436.01,2023-08-18,2024-08-17,2024-08-17,541519,7B22,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,6.0,287436.01,FL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA877123F0102_9700_NNG15SC23B_8000,FA877123F0102,NNG15SC23B,DELIVERY ORDER,ACCESSAGILITY LLC,ACCESSAGILITY LLC,HMXCQJ8ADNL7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-08-03,301545.4,301545.4,2023-08-04,2024-08-03,2024-08-03,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,5.0,301545.4,AL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6449823F3080_9700_N6449821D4010_9700,N6449823F3080,N6449821D4010,DELIVERY ORDER,NOBLIS MSD LLC,NOBLIS MSD LLC,G9VKEZM3P5Y5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-03-24,466790.13,466790.13,2023-05-31,2025-05-30,2025-05-30,541330,R425,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,2.0,0.0,PA,False,False,False,,USAspending,O,True,True,False,False,False,False,False,False,False,Low
CONT_AWD_FA701423F0164_9700_FA701419DA001_9700,FA701423F0164,FA701419DA001,DELIVERY ORDER,GROUP W INC,GROUP W INC,G1K6NSNALMJ8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-08-03,1197833.51,1197833.51,2023-06-01,2024-06-30,2024-06-30,541330,DA01,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,,548372.85,MD,False,False,False,,USAspending,S,True,True,False,False,False,False,False,False,True,Medium
CONT_AWD_HT001523F0143_9700_NNG15SD19B_8000,HT001523F0143,NNG15SD19B,DELIVERY ORDER,ALVAREZ LLC,ALVAREZ LLC,Y928UVG75CT6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2023-08-03,2035097.62,2035097.62,2023-08-03,2024-08-31,2024-08-31,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,2035097.62,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0003923F7269_9700_N0003920D0054_9700,N0003923F7269,N0003920D0054,DELIVERY ORDER,"LEIDOS, INC.","LEIDOS, INC",UE9QJD4KK1L6,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-08-02,2011979.0,2011979.0,2023-08-02,2023-09-30,2023-09-30,541512,DJ01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,,2011979.0,DC,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0003923F7810_9700_N0003921D5001_9700,N0003923F7810,N0003921D5001,DELIVERY ORDER,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC",SMNWM6HN79X5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2024-12-12,1628942.47,1628942.47,2023-08-04,2024-05-03,2024-05-03,541512,DE10,NOT COMPETED,C,COST PLUS FIXED FEE,U,,,,-1141038.59,SC,False,False,False,,USAspending,O,True,False,True,False,False,False,False,True,False,Medium
CONT_AWD_N0017823FS958_9700_NNG15SD74B_8000,N0017823FS958,NNG15SD74B,DELIVERY ORDER,SOFTWARE INFORMATION RESOURCE CORP.,SOFTWARE INFORMATION RESOURCE CORP,EJJMMJHYDFH6,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-08-02,702945.51,702945.51,2023-08-02,2023-09-30,2023-09-30,541519,7B22,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,2.0,702945.51,DC,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA239623FB055_9700_NNG15SC94B_8000,FA239623FB055,NNG15SC94B,DELIVERY ORDER,"VAE, INC.","VAE, INC",LB8JT7MNMYB5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-08-02,409749.6,409749.7,2023-08-04,2024-08-03,2024-08-03,541519,7A20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,409749.7,OH,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102823F0914_9700_NNG15SC71B_8000,HC102823F0914,NNG15SC71B,DELIVERY ORDER,"FCN, INC.","FCN, INC",JEANDJTZ8HJ3,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2023-07-31,569978.9,569978.9,2023-07-31,2023-09-11,2023-09-11,541519,7B20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,3.0,569978.9,MD,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HQ003423C0082_9700_-NONE-_-NONE-,HQ003423C0082,,DEFINITIVE CONTRACT,"VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS, INC.","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS, INC",RHU5B1WNJMB8,Department of Defense,DEPARTMENT OF DEFENSE,Washington Headquarters Services,WASHINGTON HEADQUARTERS SERVICES,DEPARTMENT OF DEFENSE,2025-08-06,699223.84,699223.84,2023-08-01,2024-04-30,2024-04-30,541611,R408,NOT COMPETED,C,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,-19290.0,DC,False,False,False,,USAspending,S,True,False,True,False,False,False,False,False,False,Low
CONT_AWD_FA301623F0381_9700_N6600119A0049_9700,FA301623F0381,N6600119A0049,BPA CALL,"GARTNER, INC.","GARTNER, INC",CFALLJBGZ697,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2024-07-19,376013.0,582401.0,2023-08-01,2025-07-31,2025-07-31,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,-2373.0,TX,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0016423F0081_9700_NNG15SD37B_8000,N0016423F0081,NNG15SD37B,DELIVERY ORDER,METGREEN SOLUTIONS INC,METGREEN SOLUTIONS INC,J4TDZHLCUGW3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2024-06-07,403320.0,739380.0,2023-06-09,2025-06-08,2027-06-05,541519,DA10,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,-19500.0,NE,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0018923FR039_9700_N0018917D0008_9700,N0018923FR039,N0018917D0008,DELIVERY ORDER,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC",SMNWM6HN79X5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2024-09-12,557612.16,557612.16,2023-07-28,2025-09-22,2025-09-22,541512,R410,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,,0.0,CA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA442723F0040_9700_GS35F0425W_4730,FA442723F0040,GS35F0425W,DELIVERY ORDER,FUSION TECHNOLOGY LLC,FUSION TECHNOLOGY LLC,RJKNVKRFXPA8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-07-23,537600.0,537600.0,2023-08-15,2026-03-09,2026-03-09,541511,DJ01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,3.0,0.0,CA,False,False,False,,USAspending,S,True,True,False,False,False,False,False,False,False,Medium
CONT_AWD_N6523623F0202_9700_NNG15SD60B_8000,N6523623F0202,NNG15SD60B,DELIVERY ORDER,"ADVANCED COMPUTER CONCEPTS, INC.","ADVANCED COMPUTER CONCEPTS, INC",CGE8ABMZLZN9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-07-28,306335.35,306335.35,2023-03-09,2024-04-08,2024-04-08,541519,7B20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,2.0,0.0,SC,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA850423F0032_9700_FA850523D0001_9700,FA850423F0032,FA850523D0001,DELIVERY ORDER,"LEXES ASSOCIATES, INC","LEXES ASSOCIATES, INC",SKGMS17MLE85,Department of Defense,DEPARTMENT OF DEFENSE,Defense Contract Management Agency,DEFENSE CONTRACT MANAGEMENT AGENCY,DEPARTMENT OF DEFENSE,2025-07-14,1210881.01,1843582.0,2023-08-01,2025-07-01,2025-07-01,541511,R425,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,0.0,FL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W9124723F0009_9700_W52P1J18DA072_9700,W9124723F0009,W52P1J18DA072,DELIVERY ORDER,"FEDERAL INFORMATION SYSTEMS, INC","FEDERAL INFORMATION SYSTEMS, INC",VX82URLEFNC9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2024-06-14,8393780.25,16915840.45,2022-11-01,2024-10-31,2024-10-31,541519,DD01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,SDVOSBC,5.0,1050260.05,NC,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA486123F0290_9700_FA486123D0002_9700,FA486123F0290,FA486123D0002,DELIVERY ORDER,INTELLIGENT WAVES LLC,INTELLIGENT WAVES LLC,THXALN5YFYQ1,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-07-27,821307.35,821307.35,2023-07-30,2023-11-27,2023-11-27,518210,7G21,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,821307.35,NV,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_SP470123F0156_9700_NNG15SD07B_8000,SP470123F0156,NNG15SD07B,DELIVERY ORDER,REGENCY CONSULTING INC,REGENCY CONSULTING INC,SC8LMLWA6H51,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2023-07-27,841429.21,841429.21,2023-07-28,2024-07-27,2024-07-27,541519,7E20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,2.0,841429.21,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0042123C0033_9700_-NONE-_-NONE-,N0042123C0033,,DEFINITIVE CONTRACT,MCP JV LLC,MCP JV LLC,UVLKTSDETFU8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-05-13,1304421.87,2398290.61,2023-07-30,2026-07-29,2028-07-29,541511,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_N0018923FR028_9700_47QTCA19D00CB_4732,N0018923FR028,47QTCA19D00CB,DELIVERY ORDER,"FCN, INC.","FCN, INC",JEANDJTZ8HJ3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-07-25,300740.18,300740.18,2023-07-25,2023-10-26,2023-10-26,541519,7C20,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,5.0,300740.18,MD,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA255023F0033_9700_47QTCA19D00CB_4732,FA255023F0033,47QTCA19D00CB,DELIVERY ORDER,"FCN, INC.","FCN, INC",JEANDJTZ8HJ3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-07-25,710307.04,710307.04,2023-07-24,2023-08-24,2023-08-24,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,710307.04,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA702223F0070_9700_47QTCA21A0014_4732,FA702223F0070,47QTCA21A0014,BPA CALL,"FCN, INC.","FCN, INC",JEANDJTZ8HJ3,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-10-20,578269.79,578269.79,2023-07-25,2023-11-02,2023-11-02,541519,7B22,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,9.0,0.0,FL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W9124723F2461_9700_W52P1J18DA092_9700,W9124723F2461,W52P1J18DA092,DELIVERY ORDER,BRAVURA INFORMATION TECHNOLOGY SYSTEMS INC,BRAVURA INFORMATION TECHNOLOGY SYSTEMS INC,S3M8M4AB7CN1,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2023-07-25,510163.15,510163.15,2023-07-23,2024-07-22,2024-07-22,541519,DD01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,13.0,510163.15,NC,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HQ003423C0055_9700_-NONE-_-NONE-,HQ003423C0055,,DEFINITIVE CONTRACT,NAKUPUNA CONSULTING LLC,NAKUPUNA CONSULTING LLC,FAP4HJHRMJU3,Department of Defense,DEPARTMENT OF DEFENSE,Washington Headquarters Services,WASHINGTON HEADQUARTERS SERVICES,DEPARTMENT OF DEFENSE,2025-08-14,35641512.83,73254500.55,2023-06-07,2026-02-28,2028-02-29,541519,R499,NOT COMPETED UNDER SAP,G,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,HI,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA714623P0006_9700_-NONE-_-NONE-,FA714623P0006,,PURCHASE ORDER,FNA INC.,FNA INC,PCMELYZM3Z59,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-07-15,3750000.0,6250000.0,2023-07-23,2026-07-22,2028-07-22,541511,DA10,NOT COMPETED UNDER SAP,G,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,0.0,FL,False,False,False,,USAspending,S,True,False,False,False,False,False,True,False,False,Low
CONT_AWD_HC102823F0808_9700_NNG15SD74B_8000,HC102823F0808,NNG15SD74B,DELIVERY ORDER,SOFTWARE INFORMATION RESOURCE CORP.,SOFTWARE INFORMATION RESOURCE CORP,EJJMMJHYDFH6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2023-07-20,1344146.63,1344146.63,2023-08-31,2024-08-30,2024-08-30,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,3.0,1344146.63,DC,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA860423FB306_9700_NNG15SD91B_8000,FA860423FB306,NNG15SD91B,DELIVERY ORDER,PARAGON MICRO INC,PARAGON MICRO INC,E41LV9AJGHQ1,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-07-20,349170.0,349170.0,2023-07-14,2023-07-20,2023-07-20,541519,7A20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,3.0,349170.0,OH,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HT001123F0022_9700_47QTCA20D00CT_4732,HT001123F0022,47QTCA20D00CT,DELIVERY ORDER,"ADVANCED INTEGRATED SOFTWARE TECHNOLOGY, INCORPORATED","ADVANCED INTEGRATED SOFTWARE TECHNOLOGY, INCORPORATED",D6LBPMM1HN13,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2024-04-19,470929.56,883155.44,2023-03-01,2024-02-29,2024-02-29,541511,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,-35095.44,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HQ003423F0409_9700_N6600119A0049_9700,HQ003423F0409,N6600119A0049,BPA CALL,"GARTNER, INC.","GARTNER, INC",CFALLJBGZ697,Department of Defense,DEPARTMENT OF DEFENSE,Washington Headquarters Services,WASHINGTON HEADQUARTERS SERVICES,DEPARTMENT OF DEFENSE,2024-06-14,460384.0,713446.0,2023-07-18,2025-08-31,2026-08-31,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,-3575.0,HI,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_0004_9700_N6523605D6853_9700,0004,N6523605D6853,DELIVERY ORDER,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,FXJVRWCS64T7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-04-02,487813.41,0.0,2006-05-15,2006-10-31,2006-10-31,541511,D399,NOT COMPETED,C,COST PLUS FIXED FEE,U,NO SET ASIDE USED.,NONE,1.0,0.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_N0018923FR483_9700_N0018922DR001_9700,N0018923FR483,N0018922DR001,DELIVERY ORDER,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON INC,JCBMLGPE6Z71,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-06-18,985908.73,1724489.53,2023-07-17,2026-06-24,2028-06-24,541512,DF01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,,0.0,CA,False,False,False,,USAspending,O,True,False,True,False,False,False,False,False,False,High
CONT_AWD_FA877023F0503_9700_FA877020D0501_9700,FA877023F0503,FA877020D0501,DELIVERY ORDER,"INTEGRATED DATA SERVICES, LLC","INTEGRATED DATA SERVICES, LLC",NRLEGBF55K19,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2023-07-14,575950.0,575950.0,2023-09-01,2025-01-31,2025-01-31,518210,DA10,NOT COMPETED,C,COST PLUS FIXED FEE,U,,,,575950.0,CA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0018923FR338_9700_NNG15SC98B_8000,N0018923FR338,NNG15SC98B,DELIVERY ORDER,"DLT SOLUTIONS, LLC","DLT SOLUTIONS, LLC",F1N2KDGBDTU8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-05-20,202262062.9,342529125.8,2023-05-19,2028-05-30,2028-05-30,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,2.0,0.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HQ003423F0399_9700_NNG15SD60B_8000,HQ003423F0399,NNG15SD60B,DELIVERY ORDER,"ADVANCED COMPUTER CONCEPTS, INC.","ADVANCED COMPUTER CONCEPTS, INC",CGE8ABMZLZN9,Department of Defense,DEPARTMENT OF DEFENSE,Washington Headquarters Services,WASHINGTON HEADQUARTERS SERVICES,DEPARTMENT OF DEFENSE,2025-05-07,731721.21,1268490.59,2023-07-13,2026-07-12,2028-07-12,541519,DA10,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,7.0,0.0,VA,False,False,False,,USAspending,S,True,True,False,False,False,False,False,False,True,Medium
CONT_AWD_N6600123F0801_9700_GS35F0265X_4732,N6600123F0801,GS35F0265X,DELIVERY ORDER,IMMIXTECHNOLOGY INC,IMMIXTECHNOLOGY INC,L6REMB5VKLL9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-05-14,6992990.63,6992990.63,2023-06-30,2026-06-30,2026-06-30,541519,7A21,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,0.0,CA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6523623F0445_9700_NNG15SD60B_8000,N6523623F0445,NNG15SD60B,DELIVERY ORDER,"ADVANCED COMPUTER CONCEPTS, INC.","ADVANCED COMPUTER CONCEPTS, INC",CGE8ABMZLZN9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-08-05,1628486.95,1628486.95,2023-06-27,2024-07-29,2024-07-29,541519,7G22,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,7.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA251723F0048_9700_FA251719DA001_9700,FA251723F0048,FA251719DA001,DELIVERY ORDER,T1 CONSTRUCTION LLC,T1 CONSTRUCTION LLC,HJ7KYMSUEZE9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2024-10-02,1605334.0,1605334.0,2023-07-17,2025-02-28,2025-02-28,541512,DH01,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,,,,0.0,CO,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HT001523F0102_9700_NNG15SD74B_8000,HT001523F0102,NNG15SD74B,DELIVERY ORDER,SOFTWARE INFORMATION RESOURCE CORP.,SOFTWARE INFORMATION RESOURCE CORP,EJJMMJHYDFH6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2023-07-12,402148.67,402148.67,2023-07-12,2023-08-12,2023-08-12,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,5.0,402148.67,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W912DY23F0195_9700_W912DY20D0039_9700,W912DY23F0195,W912DY20D0039,DELIVERY ORDER,SPECTRUM SOLUTIONS INC,SPECTRUM SOLUTIONS INC,N9HABLYNBFQ5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2023-11-20,860307.0,860307.0,2023-07-14,2024-12-04,2024-12-04,541512,N059,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,4.0,17877.0,,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102823F0751_9700_NNG15SC59B_8000,HC102823F0751,NNG15SC59B,DELIVERY ORDER,"AFFIGENT, LLC","AFFIGENT, LLC",M46UYYHVH4B1,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-05-21,5051089.0,5051089.0,2023-07-11,2026-06-09,2026-06-09,541519,AC31,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,2.0,0.0,MD,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0016423F0091_9700_GS35F160CA_4732,N0016423F0091,GS35F160CA,DELIVERY ORDER,SPATIAL INTEGRATED SYSTEMS INC,SPATIAL INTEGRATED SYSTEMS INC,PR5MRFMCH3W7,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2023-07-07,456332.14,456332.14,2023-07-07,2024-09-30,2024-09-30,541519,DA10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,456332.14,IN,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
